Id,Label,timeset,frequency,modularity_class
Baumwollanteil Marineblaue Kissenbezüge,Baumwollanteil Marineblaue Kissenbezüge,,148,148
Raumumgestaltung Grauer Papierseilkorb,Raumumgestaltung Grauer Papierseilkorb,,148,148
Tog Superweiche Bettdecke,Tog Superweiche Bettdecke,,148,148
Samt Einfache Dekoideen,Samt Einfache Dekoideen,,104,148
Starte rechtzeitig,Starte rechtzeitig,,146,149
Feast Open Air,Feast Open Air,,124,41
Death Feast Open,Death Feast Open,,124,41
Quarantine Edition,Quarantine Edition,,103,41
erklärt Emily Kiberd,erklärt Emily Kiberd,,142,150
Handy Steifer Nacken,Handy Steifer Nacken,,142,150
Tech Neck,Tech Neck,,142,150
Spiele BriBubble Schießt,Spiele BriBubble Schießt,,138,151
Vera van Erp,Vera van Erp,,116,8
Wundergewürz,Wundergewürz,,124,152
Viren und Bakterien,Viren und Bakterien,,120,153
Pandemie Desinfektionsmittel einfach,Pandemie Desinfektionsmittel einfach,,117,153
BSS Deutsche,BSS Deutsche,,117,153
Deutsche Pflegeallianz GmbH,Deutsche Pflegeallianz GmbH,,117,153
Bakterien in Schach,Bakterien in Schach,,117,153
Themengebiet der Pflege,Themengebiet der Pflege,,117,153
Pflege als Ratgeber,Pflege als Ratgeber,,117,153
Ratgeber zur Seite,Ratgeber zur Seite,,117,153
Hilfestellung für Betroffene,Hilfestellung für Betroffene,,117,153
BSS Deutsche Pflegeallianz,BSS Deutsche Pflegeallianz,,117,153
Händehygiene im Abo,Händehygiene im Abo,,114,153
Sport hilft,Sport hilft,,120,9
Fotos und Videos,Fotos und Videos,,119,154
Haus schaffenOpulent,Haus schaffenOpulent,,106,7
nachhaltigen Haus schaffenOpulent,nachhaltigen Haus schaffenOpulent,,106,7
Zahn Laut Horoskop,Zahn Laut Horoskop,,112,155
Body PositivityBuch-Tipp,Body PositivityBuch-Tipp,,100,156
Lockdown schön,Lockdown schön,,100,156
Sammlung zum Thema,Sammlung zum Thema,,100,156
Thema Body,Thema Body,,100,156
Anna Brüggemann,Anna Brüggemann,,100,156
Brüggemann über Beziehungen,Brüggemann über Beziehungen,,100,156
Liebesfilme auf Netflix,Liebesfilme auf Netflix,,100,156
Kristin Hannah Kirsten,Kristin Hannah Kirsten,,100,156
Singulart versteigert Sammlung,Singulart versteigert Sammlung,,100,156
Thema Body PositivityBuch-Tipp,Thema Body PositivityBuch-Tipp,,100,156
Brigitte Academy,Brigitte Academy,,100,157
